time,pressure,joint0,joint1,joint2,joint3,joint4,joint5,joint6,motor_temp0,motor_temp1,motor_temp2,motor_temp3,motor_temp4,motor_temp5,motor_temp6,sensor_id,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1776185420.8535895,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,7,7.4752,0,7.652,0,0,0,0,0,0,7.4696,0,7.4792
1776185420.8536325,8.3704,-0.20923263056688976,0.0,0.0,-0.31288543011123926,0.0,-0.31288535644242105,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,8,7.4632,0,7.4632,0,0,0,0,0,0,7.4704,0,7.6368
1776185420.9050248,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,0,7.608,0,8.0152,0,0,0,0,0,0,7.9704,0,8.0216
1776185420.905112,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,1,0,0,0,7.7872,0,0,7.6208,0,7.7752,0,0,0
1776185420.9051893,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,2,7.6912,0,7.7704,0,0,0,0,0,0,7.6576,0,7.6008
1776185420.905251,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,3,0,0,0,7.4872,0,0,7.2024,0,7.8984,0,0,0
1776185420.9052925,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,4,8.3704,0,7.4968,0,0,0,0,0,0,7.4944,0,7.4896
1776185420.9053345,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,5,0,0,0,7.4808,0,0,7.2872,0,7.7472,0,0,0
1776185420.905376,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,6,7.9496,0,7.5496,0,0,0,0,0,0,8.3432,0,7.4664
1776185420.9054198,8.3704,-0.22604797795555195,0.0,0.0,-0.3380277215090145,0.0,-0.33802764931357265,0.0,45.0,45.0,42.0,44.0,41.0,45.0,42.0,7,7.4752,0,7.652,0,0,0,0,0,0,7.4696,0,7.4792
