time,step,sensor_id,joint0,joint1,joint2,joint3,joint4,joint5,joint6,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1773781470.900049,0.9487179487179487,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.952,0,0,0,0,0,0,7.9112,0,7.8456
1773781470.9022186,0.9487179487179487,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6208,0,7.8312,0,0,0
1773781470.904061,0.9487179487179487,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6448,0,8.2776,0,0,0,0,0,0,7.8648,0,7.5072
1773781470.906441,0.9487179487179487,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4792,0,0,7.3832,0,7.8976,0,0,0
1773781470.9081337,0.9487179487179487,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.432,0,7.576,0,0,0,0,0,0,7.4488,0,7.4464
1773781470.9104915,0.9487179487179487,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4416,0,7.8768,0,0,0
1773781470.9120095,0.9487179487179487,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9664,0,7.5136,0,0,0,0,0,0,8.388,0,7.4536
1773781470.9132376,0.9487179487179487,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5144,0,7.692,0,0,0,0,0,0,7.4544,0,7.46
1773781470.915244,0.9487179487179487,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4424,0,7.4504,0,0,0,0,0,0,7.456,0,7.6968
1773781471.1186895,0.9743589743589743,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5664,0,7.952,0,0,0,0,0,0,7.9112,0,7.8456
1773781471.1199543,0.9743589743589743,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8632,0,0,7.6216,0,7.8312,0,0,0
1773781471.1209958,0.9743589743589743,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.644,0,8.2824,0,0,0,0,0,0,7.8648,0,7.5056
1773781471.1219466,0.9743589743589743,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.384,0,7.8976,0,0,0
1773781471.123089,0.9743589743589743,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.432,0,7.5768,0,0,0,0,0,0,7.4488,0,7.4472
1773781471.1242774,0.9743589743589743,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.468,0,0,7.4424,0,7.8768,0,0,0
1773781471.1253903,0.9743589743589743,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.9656,0,7.5136,0,0,0,0,0,0,8.3888,0,7.4536
1773781471.126509,0.9743589743589743,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.692,0,0,0,0,0,0,7.4552,0,7.4616
1773781471.1278446,0.9743589743589743,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4432,0,7.4504,0,0,0,0,0,0,7.456,0,7.6984
1773781471.3302152,1.0,0,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5656,0,7.9528,0,0,0,0,0,0,7.9128,0,7.8456
1773781471.3316407,1.0,1,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.8624,0,0,7.6216,0,7.8312,0,0,0
1773781471.3328686,1.0,2,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.6432,0,8.276,0,0,0,0,0,0,7.8648,0,7.5056
1773781471.3341212,1.0,3,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.48,0,0,7.3832,0,7.8976,0,0,0
1773781471.335159,1.0,4,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,8.432,0,7.5776,0,0,0,0,0,0,7.4504,0,7.448
1773781471.3370655,1.0,5,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,0,0,0,7.4688,0,0,7.4432,0,7.8768,0,0,0
1773781471.3389099,1.0,6,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.964,0,7.5136,0,0,0,0,0,0,8.3904,0,7.4528
1773781471.3405623,1.0,7,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.5136,0,7.6912,0,0,0,0,0,0,7.4544,0,7.46
1773781471.3420963,1.0,8,0.0,-0.724,0.0,0.0,0.0,0.0,0.0,7.4432,0,7.4504,0,0,0,0,0,0,7.4552,0,7.6968
